gameid,league,blueteam,redteam,bluetop,bluejungle,bluemid,blueadc,bluesupport,redtop,redjungle,redmid,redadc,redsupport,bluetopattack,bluetopdefense,bluetopmagic,bluetopdifficulty,bluetopFighter,bluetopTank,bluetopMage,bluetopAssassin,bluetopSupport,bluetopMarksman,bluetophp,bluetophpperlevel,bluetopmp,bluetopmpperlevel,bluetopmovespeed,bluetoparmor,bluetoparmorperlevel,bluetopspellblock,bluetopspellblockperlevel,bluetopattackrange,bluetophpregen,bluetophpregenperlevel,bluetopmpregen,bluetopmpregenperlevel,bluetopattackdamage,bluetopattackdamageperlevel,bluetopattackspeedperlevel,bluetopattackspeed,bluejungleattack,bluejungledefense,bluejunglemagic,bluejungledifficulty,bluejungleFighter,bluejungleTank,bluejungleMage,bluejungleAssassin,bluejungleSupport,bluejungleMarksman,bluejunglehp,bluejunglehpperlevel,bluejunglemp,bluejunglempperlevel,bluejunglemovespeed,bluejunglearmor,bluejunglearmorperlevel,bluejunglespellblock,bluejunglespellblockperlevel,bluejungleattackrange,bluejunglehpregen,bluejunglehpregenperlevel,bluejunglempregen,bluejunglempregenperlevel,bluejungleattackdamage,bluejungleattackdamageperlevel,bluejungleattackspeedperlevel,bluejungleattackspeed,bluemidattack,bluemiddefense,bluemidmagic,bluemiddifficulty,bluemidFighter,bluemidTank,bluemidMage,bluemidAssassin,bluemidSupport,bluemidMarksman,bluemidhp,bluemidhpperlevel,bluemidmp,bluemidmpperlevel,bluemidmovespeed,bluemidarmor,bluemidarmorperlevel,bluemidspellblock,bluemidspellblockperlevel,bluemidattackrange,bluemidhpregen,bluemidhpregenperlevel,bluemidmpregen,bluemidmpregenperlevel,bluemidattackdamage,bluemidattackdamageperlevel,bluemidattackspeedperlevel,bluemidattackspeed,blueadcattack,blueadcdefense,blueadcmagic,blueadcdifficulty,blueadcFighter,blueadcTank,blueadcMage,blueadcAssassin,blueadcSupport,blueadcMarksman,blueadchp,blueadchpperlevel,blueadcmp,blueadcmpperlevel,blueadcmovespeed,blueadcarmor,blueadcarmorperlevel,blueadcspellblock,blueadcspellblockperlevel,blueadcattackrange,blueadchpregen,blueadchpregenperlevel,blueadcmpregen,blueadcmpregenperlevel,blueadcattackdamage,blueadcattackdamageperlevel,blueadcattackspeedperlevel,blueadcattackspeed,bluesupportattack,bluesupportdefense,bluesupportmagic,bluesupportdifficulty,bluesupportFighter,bluesupportTank,bluesupportMage,bluesupportAssassin,bluesupportSupport,bluesupportMarksman,bluesupporthp,bluesupporthpperlevel,bluesupportmp,bluesupportmpperlevel,bluesupportmovespeed,bluesupportarmor,bluesupportarmorperlevel,bluesupportspellblock,bluesupportspellblockperlevel,bluesupportattackrange,bluesupporthpregen,bluesupporthpregenperlevel,bluesupportmpregen,bluesupportmpregenperlevel,bluesupportattackdamage,bluesupportattackdamageperlevel,bluesupportattackspeedperlevel,bluesupportattackspeed,redtopattack,redtopdefense,redtopmagic,redtopdifficulty,redtopFighter,redtopTank,redtopMage,redtopAssassin,redtopSupport,redtopMarksman,redtophp,redtophpperlevel,redtopmp,redtopmpperlevel,redtopmovespeed,redtoparmor,redtoparmorperlevel,redtopspellblock,redtopspellblockperlevel,redtopattackrange,redtophpregen,redtophpregenperlevel,redtopmpregen,redtopmpregenperlevel,redtopattackdamage,redtopattackdamageperlevel,redtopattackspeedperlevel,redtopattackspeed,redjungleattack,redjungledefense,redjunglemagic,redjungledifficulty,redjungleFighter,redjungleTank,redjungleMage,redjungleAssassin,redjungleSupport,redjungleMarksman,redjunglehp,redjunglehpperlevel,redjunglemp,redjunglempperlevel,redjunglemovespeed,redjunglearmor,redjunglearmorperlevel,redjunglespellblock,redjunglespellblockperlevel,redjungleattackrange,redjunglehpregen,redjunglehpregenperlevel,redjunglempregen,redjunglempregenperlevel,redjungleattackdamage,redjungleattackdamageperlevel,redjungleattackspeedperlevel,redjungleattackspeed,redmidattack,redmiddefense,redmidmagic,redmiddifficulty,redmidFighter,redmidTank,redmidMage,redmidAssassin,redmidSupport,redmidMarksman,redmidhp,redmidhpperlevel,redmidmp,redmidmpperlevel,redmidmovespeed,redmidarmor,redmidarmorperlevel,redmidspellblock,redmidspellblockperlevel,redmidattackrange,redmidhpregen,redmidhpregenperlevel,redmidmpregen,redmidmpregenperlevel,redmidattackdamage,redmidattackdamageperlevel,redmidattackspeedperlevel,redmidattackspeed,redadcattack,redadcdefense,redadcmagic,redadcdifficulty,redadcFighter,redadcTank,redadcMage,redadcAssassin,redadcSupport,redadcMarksman,redadchp,redadchpperlevel,redadcmp,redadcmpperlevel,redadcmovespeed,redadcarmor,redadcarmorperlevel,redadcspellblock,redadcspellblockperlevel,redadcattackrange,redadchpregen,redadchpregenperlevel,redadcmpregen,redadcmpregenperlevel,redadcattackdamage,redadcattackdamageperlevel,redadcattackspeedperlevel,redadcattackspeed,redsupportattack,redsupportdefense,redsupportmagic,redsupportdifficulty,redsupportFighter,redsupportTank,redsupportMage,redsupportAssassin,redsupportSupport,redsupportMarksman,redsupporthp,redsupporthpperlevel,redsupportmp,redsupportmpperlevel,redsupportmovespeed,redsupportarmor,redsupportarmorperlevel,redsupportspellblock,redsupportspellblockperlevel,redsupportattackrange,redsupporthpregen,redsupporthpregenperlevel,redsupportmpregen,redsupportmpregenperlevel,redsupportattackdamage,redsupportattackdamageperlevel,redsupportattackspeedperlevel,redsupportattackspeed,ratio_victoire_blueteam,ratio_victoire_redteam,diff_ratio_victoire
6528-8773,LDL,Oh My Dream,LNG Academy,Camille,Karthus,Talon,Ezreal,Bard,Jax,Ekko,Qiyana,Kalista,Taric,8,6,3,4,1,1,0,0,0,0,575.6,85,338.8,32.0,340,35.0,3.8,32.1,1.25,125,8.5,0.8,8.15,0.75,68.0,3.5,2.5,0.644,2,2,10,7,0,0,1,0,0,0,550.0,87,467.0,30.5,335,20.88,3.5,30.0,0.5,450,6.5,0.55,8.0,0.8,45.66,3.25,2.11,0.625,9,3,1,7,0,0,0,1,0,0,588.0,95,377.2,37.0,335,30.0,3.5,39.0,1.25,125,8.5,0.75,7.6,0.8,68.0,3.1,2.9,0.625,7,2,6,7,0,0,1,0,0,1,530.0,88,375.0,50.0,325,22.0,3.5,30.0,0.5,550,4.0,0.55,8.5,0.65,60.0,2.5,2.5,0.625,4,4,5,9,0,0,1,0,1,0,560.0,89,350.0,50.0,330,34.0,4.0,30.0,0.5,500,5.5,0.55,6.0,0.45,52.0,3.0,2.0,0.625,7,5,7,5,1,0,0,1,0,0,592.8,85,338.8,32.0,350,36.0,3.0,32.1,1.25,125,8.5,0.55,7.576,0.7,68.0,3.375,3.4,0.638,5,3,7,8,1,0,0,1,0,0,585.0,85,280.0,50.0,340,32.0,3.0,32.0,1.25,125,9.0,0.9,7.0,0.8,58.0,3.0,3.3,0.688,0,2,4,8,1,0,0,1,0,0,590.0,90,320.0,50.0,335,28.0,3.5,32.1,1.25,150,8.5,0.65,8.0,0.7,64.0,3.1,2.1,0.625,8,2,4,7,0,0,0,0,0,1,534.0,100,250.0,45.0,325,21.0,4.0,30.0,0.5,525,3.75,0.55,6.3,0.4,69.0,3.5,4.0,0.694,4,8,5,3,1,0,0,0,1,0,575.0,85,300.0,60.0,340,40.0,3.4,32.1,1.25,150,6.0,0.5,8.5,0.8,55.0,3.5,2.0,0.625,0.2972972972972973,0.4024390243902439,-0.10514172709294661
6467-8547,LDL,Team WE Academy,optical spectrum E-sports,Renekton,Graves,Syndra,Ashe,Braum,Mordekaiser,LeeSin,Vladimir,Jhin,Nautilus,8,5,2,3,1,1,0,0,0,0,575.0,87,100.0,0.0,345,35.0,4.0,32.1,1.25,125,8.0,0.75,0.0,0.0,69.0,3.75,2.75,0.665,8,5,3,3,0,0,0,0,0,1,555.0,92,325.0,40.0,340,33.0,3.4,32.0,1.25,425,8.0,0.7,8.0,0.7,68.0,3.0,2.6,0.475,2,3,9,8,0,0,1,0,1,0,523.0,90,480.0,40.0,330,24.712,3.4,30.0,0.5,550,6.5,0.6,8.0,0.8,53.872,2.9,2.0,0.625,7,3,2,4,0,0,0,0,1,1,570.0,87,280.0,32.0,325,26.0,3.4,30.0,0.5,600,3.5,0.55,6.972,0.4,61.0,2.96,3.33,0.658,3,9,4,3,0,1,0,0,1,0,540.0,98,310.6,45.0,335,47.0,4.0,32.1,1.25,125,8.5,1.0,6.0,0.8,55.376,3.2,3.5,0.644,4,6,7,4,1,0,0,0,0,0,575.0,90,100.0,0.0,335,37.0,3.0,32.0,1.25,175,5.0,0.75,0.0,0.0,61.0,4.0,1.0,0.625,8,5,3,6,1,0,0,1,0,0,575.0,85,200.0,0.0,345,33.0,3.7,32.1,1.25,125,7.5,0.7,50.0,0.0,70.0,3.2,3.0,0.651,2,6,8,7,0,0,1,0,0,0,537.0,96,2.0,0.0,330,23.0,3.3,30.0,0.5,450,7.0,0.6,0.0,0.0,55.0,3.0,2.0,0.658,10,2,6,6,0,0,1,0,0,1,585.0,93,300.0,50.0,330,24.0,3.5,30.0,0.5,550,3.75,0.55,6.0,0.8,59.0,4.7,0.0,0.625,4,6,6,6,1,1,0,0,0,0,576.48,86,400.0,47.0,325,39.0,3.75,32.1,1.25,175,8.5,0.55,8.626,0.5,61.0,3.3,1.0,0.706,0.48717948717948717,0.42857142857142855,0.05860805860805862
6376-8227,LDL,Victorious Gaming,Dominus Esports Young,Gnar,Graves,Karma,Senna,MonkeyKing,Volibear,Khazix,Syndra,Ezreal,Yuumi,6,5,5,8,1,1,0,0,0,0,510.0,65,100.0,0.0,335,32.0,2.5,30.0,0.5,175,4.5,1.75,0.0,0.0,59.0,3.0,6.0,0.625,8,5,3,3,0,0,0,0,0,1,555.0,92,325.0,40.0,340,33.0,3.4,32.0,1.25,425,8.0,0.7,8.0,0.7,68.0,3.0,2.6,0.475,1,7,8,5,0,0,1,0,1,0,534.0,95,374.0,50.0,335,26.0,3.8,30.0,0.5,525,5.5,0.55,11.5,0.5,53.544,3.3,2.3,0.625,7,2,6,7,0,0,0,0,1,1,520.0,75,350.0,45.0,330,28.0,3.5,30.0,0.5,600,3.5,0.55,11.5,0.4,50.0,0.0,4.0,0.625,8,5,2,3,1,1,0,0,0,0,540.0,85,300.0,45.0,345,31.0,3.5,28.0,1.25,175,4.0,0.65,8.0,0.65,68.0,4.0,3.0,0.711,7,7,4,3,1,1,0,0,0,0,580.0,90,350.0,50.0,340,31.0,4.0,32.0,1.25,150,9.0,0.75,6.25,0.5,60.0,3.0,2.0,0.625,9,4,3,6,0,0,0,1,0,0,572.8,85,327.2,40.0,350,36.0,3.0,32.1,1.25,125,7.5,0.75,7.59,0.5,63.0,3.1,2.7,0.668,2,3,9,8,0,0,1,0,1,0,523.0,90,480.0,40.0,330,24.712,3.4,30.0,0.5,550,6.5,0.6,8.0,0.8,53.872,2.9,2.0,0.625,7,2,6,7,0,0,1,0,0,1,530.0,88,375.0,50.0,325,22.0,3.5,30.0,0.5,550,4.0,0.55,8.5,0.65,60.0,2.5,2.5,0.625,5,1,8,2,0,0,1,0,1,0,480.0,70,400.0,45.0,330,25.0,3.0,25.0,0.3,500,7.0,0.55,10.0,0.4,55.0,3.1,1.0,0.625,0.5,0.5283018867924528,-0.028301886792452824
ESPORTSTMNT06/1170030,TRA,Team AURORA Academy,Galakticos Academy,Sett,Olaf,Mordekaiser,MissFortune,Nautilus,Ornn,Elise,Cassiopeia,Aphelios,Braum,8,5,1,2,1,1,0,0,0,0,600.0,93,0.0,0.0,340,33.0,4.0,32.0,1.25,125,7.0,0.5,0.0,0.0,60.0,4.0,1.75,0.625,9,5,3,3,1,1,0,0,0,0,597.24,93,315.6,42.0,350,35.0,3.0,32.1,1.25,125,8.5,0.9,7.466,0.575,68.0,3.5,2.7,0.694,4,6,7,4,1,0,0,0,0,0,575.0,90,100.0,0.0,335,37.0,3.0,32.0,1.25,175,5.0,0.75,0.0,0.0,61.0,4.0,1.0,0.625,8,2,5,1,0,0,0,0,0,1,570.0,93,325.84,35.0,325,28.0,3.0,30.0,0.5,550,3.75,0.65,8.042,0.65,52.0,2.7,2.25,0.656,4,6,6,6,1,1,0,0,0,0,576.48,86,400.0,47.0,325,39.0,3.75,32.1,1.25,175,8.5,0.55,8.626,0.5,61.0,3.3,1.0,0.706,5,9,3,5,1,1,0,0,0,0,590.0,95,340.6,45.0,335,33.0,4.0,32.1,1.25,175,9.0,0.9,8.01,0.6,69.0,3.5,2.0,0.625,6,5,7,9,1,0,1,0,0,0,534.0,93,324.0,50.0,330,27.0,3.35,30.0,0.5,550,5.5,0.6,6.0,0.8,55.0,3.0,1.75,0.625,2,3,9,10,0,0,1,0,0,0,560.0,90,350.0,40.0,328,18.0,3.5,32.0,0.5,550,5.5,0.5,8.0,0.8,53.0,3.0,1.5,0.647,6,2,1,10,0,0,0,0,0,1,530.0,88,348.0,42.0,325,28.0,3.0,26.0,0.5,550,3.25,0.55,6.5,0.4,57.0,2.0,2.1,0.64,3,9,4,3,0,1,0,0,1,0,540.0,98,310.6,45.0,335,47.0,4.0,32.1,1.25,125,8.5,1.0,6.0,0.8,55.376,3.2,3.5,0.644,0.2894736842105263,0.6551724137931034,-0.3656987295825771
ESPORTSTMNT01/1321408,CBLOL,KaBuM! e-Sports,Prodigy Esports,Rumble,Graves,Syndra,Aphelios,Braum,Renekton,Elise,Zoe,Varus,Nautilus,3,6,8,10,1,0,1,0,0,0,589.0,85,100.0,0.0,345,31.0,3.5,32.1,1.25,125,8.0,0.6,0.0,0.0,61.0,3.2,1.85,0.644,8,5,3,3,0,0,0,0,0,1,555.0,92,325.0,40.0,340,33.0,3.4,32.0,1.25,425,8.0,0.7,8.0,0.7,68.0,3.0,2.6,0.475,2,3,9,8,0,0,1,0,1,0,523.0,90,480.0,40.0,330,24.712,3.4,30.0,0.5,550,6.5,0.6,8.0,0.8,53.872,2.9,2.0,0.625,6,2,1,10,0,0,0,0,0,1,530.0,88,348.0,42.0,325,28.0,3.0,26.0,0.5,550,3.25,0.55,6.5,0.4,57.0,2.0,2.1,0.64,3,9,4,3,0,1,0,0,1,0,540.0,98,310.6,45.0,335,47.0,4.0,32.1,1.25,125,8.5,1.0,6.0,0.8,55.376,3.2,3.5,0.644,8,5,2,3,1,1,0,0,0,0,575.0,87,100.0,0.0,345,35.0,4.0,32.1,1.25,125,8.0,0.75,0.0,0.0,69.0,3.75,2.75,0.665,6,5,7,9,1,0,1,0,0,0,534.0,93,324.0,50.0,330,27.0,3.35,30.0,0.5,550,5.5,0.6,6.0,0.8,55.0,3.0,1.75,0.625,1,7,8,5,0,0,1,0,1,0,560.0,92,425.0,25.0,340,20.8,3.5,30.0,0.5,550,6.5,0.6,8.0,0.65,58.0,3.3,2.5,0.625,7,3,4,2,0,0,1,0,0,1,530.0,91,360.0,33.0,330,27.0,3.4,30.0,0.5,575,3.5,0.55,8.0,0.8,61.0,3.0,3.0,0.658,4,6,6,6,1,1,0,0,0,0,576.48,86,400.0,47.0,325,39.0,3.75,32.1,1.25,175,8.5,0.55,8.626,0.5,61.0,3.3,1.0,0.706,0.5760869565217391,0.5357142857142857,0.04037267080745344
ESPORTSTMNT05/1520504,TRA,İstanbul Wildcats Academy,Beşiktaş Academy,Gragas,MonkeyKing,Orianna,Ezreal,Yuumi,Ornn,Sett,TwistedFate,Aphelios,Thresh,4,7,6,5,1,0,1,0,0,0,600.0,95,400.0,47.0,330,35.0,3.6,32.1,1.25,125,5.5,0.5,6.0,0.8,64.0,3.5,2.05,0.675,8,5,2,3,1,1,0,0,0,0,540.0,85,300.0,45.0,345,31.0,3.5,28.0,1.25,175,4.0,0.65,8.0,0.65,68.0,4.0,3.0,0.711,4,3,9,7,0,0,1,0,1,0,530.0,91,418.0,25.0,325,17.04,3.0,26.0,0.5,525,7.0,0.55,8.0,0.8,40.368,2.6,3.5,0.658,7,2,6,7,0,0,1,0,0,1,530.0,88,375.0,50.0,325,22.0,3.5,30.0,0.5,550,4.0,0.55,8.5,0.65,60.0,2.5,2.5,0.625,5,1,8,2,0,0,1,0,1,0,480.0,70,400.0,45.0,330,25.0,3.0,25.0,0.3,500,7.0,0.55,10.0,0.4,55.0,3.1,1.0,0.625,5,9,3,5,1,1,0,0,0,0,590.0,95,340.6,45.0,335,33.0,4.0,32.1,1.25,175,9.0,0.9,8.01,0.6,69.0,3.5,2.0,0.625,8,5,1,2,1,1,0,0,0,0,600.0,93,0.0,0.0,340,33.0,4.0,32.0,1.25,125,7.0,0.5,0.0,0.0,60.0,4.0,1.75,0.625,6,2,6,9,0,0,1,0,0,0,534.0,94,333.0,19.0,335,21.0,3.15,30.0,0.5,525,5.5,0.6,8.0,0.8,52.0,3.3,3.22,0.651,6,2,1,10,0,0,0,0,0,1,530.0,88,348.0,42.0,325,28.0,3.0,26.0,0.5,550,3.25,0.55,6.5,0.4,57.0,2.0,2.1,0.64,5,6,6,7,1,0,0,0,1,0,560.52,93,273.92,44.0,335,28.0,0.0,30.0,0.5,450,7.0,0.55,6.0,0.8,56.0,2.2,3.5,0.625,0.46,0.6119402985074627,-0.15194029850746266
ESPORTSTMNT02/1413011,LCS.A,TSM Academy,Golden Guardians Academy,Camille,Olaf,Leblanc,Senna,Bard,Shen,Graves,Corki,Ashe,Karma,8,6,3,4,1,1,0,0,0,0,575.6,85,338.8,32.0,340,35.0,3.8,32.1,1.25,125,8.5,0.8,8.15,0.75,68.0,3.5,2.5,0.644,9,5,3,3,1,1,0,0,0,0,597.24,93,315.6,42.0,350,35.0,3.0,32.1,1.25,125,8.5,0.9,7.466,0.575,68.0,3.5,2.7,0.694,1,4,10,9,0,0,1,1,0,0,528.0,92,334.0,50.0,340,21.88,3.5,30.0,0.5,525,7.5,0.55,6.0,0.8,54.88,3.5,1.4,0.625,7,2,6,7,0,0,0,0,1,1,520.0,75,350.0,45.0,330,28.0,3.5,30.0,0.5,600,3.5,0.55,11.5,0.4,50.0,0.0,4.0,0.625,4,4,5,9,0,0,1,0,1,0,560.0,89,350.0,50.0,330,34.0,4.0,30.0,0.5,500,5.5,0.55,6.0,0.45,52.0,3.0,2.0,0.625,3,9,3,4,0,1,0,0,0,0,540.0,85,400.0,0.0,340,34.0,3.0,32.1,1.25,125,8.5,0.75,50.0,0.0,60.0,3.0,3.0,0.751,8,5,3,3,0,0,0,0,0,1,555.0,92,325.0,40.0,340,33.0,3.4,32.0,1.25,425,8.0,0.7,8.0,0.7,68.0,3.0,2.6,0.475,8,3,6,6,0,0,0,0,0,1,518.0,87,350.16,34.0,325,28.0,3.5,30.0,0.5,550,5.5,0.55,7.424,0.55,55.0,2.5,2.3,0.638,7,3,2,4,0,0,0,0,1,1,570.0,87,280.0,32.0,325,26.0,3.4,30.0,0.5,600,3.5,0.55,6.972,0.4,61.0,2.96,3.33,0.658,1,7,8,5,0,0,1,0,1,0,534.0,95,374.0,50.0,335,26.0,3.8,30.0,0.5,525,5.5,0.55,11.5,0.5,53.544,3.3,2.3,0.625,0.5294117647058824,0.5205479452054794,0.008863819500402936
ESPORTSTMNT03/1441003,LJL,Fukuoka SoftBank Hawks gaming,Crest Gaming Act,Volibear,RekSai,Akali,Ezreal,Leona,Renekton,Trundle,Sylas,Jhin,Nautilus,7,7,4,3,1,1,0,0,0,0,580.0,90,350.0,50.0,340,31.0,4.0,32.0,1.25,150,9.0,0.75,6.25,0.5,60.0,3.0,2.0,0.625,8,5,2,3,1,0,0,0,0,0,570.0,85,100.0,0.0,335,36.0,3.75,32.1,1.25,175,7.5,0.65,0.0,0.0,64.0,3.0,2.0,0.667,5,3,8,7,0,0,0,1,0,0,575.0,95,200.0,0.0,345,23.0,3.5,37.0,1.25,125,8.0,0.5,50.0,0.0,62.4,3.3,3.2,0.625,7,2,6,7,0,0,1,0,0,1,530.0,88,375.0,50.0,325,22.0,3.5,30.0,0.5,550,4.0,0.55,8.5,0.65,60.0,2.5,2.5,0.625,4,8,3,4,0,1,0,0,1,0,576.16,87,302.2,40.0,335,47.0,3.6,32.1,1.25,125,8.5,0.85,6.0,0.8,60.04,3.0,2.9,0.625,8,5,2,3,1,1,0,0,0,0,575.0,87,100.0,0.0,345,35.0,4.0,32.1,1.25,125,8.0,0.75,0.0,0.0,69.0,3.75,2.75,0.665,7,6,2,5,1,1,0,0,0,0,616.0,96,281.0,45.0,350,37.0,2.7,32.1,1.25,175,6.0,0.75,7.5,0.6,68.0,3.0,2.9,0.67,3,4,8,5,0,0,1,1,0,0,525.0,115,280.0,50.0,340,27.0,4.0,32.0,1.75,175,9.0,0.9,7.0,0.8,61.0,3.0,3.5,0.645,10,2,6,6,0,0,1,0,0,1,585.0,93,300.0,50.0,330,24.0,3.5,30.0,0.5,550,3.75,0.55,6.0,0.8,59.0,4.7,0.0,0.625,4,6,6,6,1,1,0,0,0,0,576.48,86,400.0,47.0,325,39.0,3.75,32.1,1.25,175,8.5,0.55,8.626,0.5,61.0,3.3,1.0,0.706,0.3888888888888889,0.6666666666666666,-0.27777777777777773
ESPORTSTMNT02/1411908,LCS,Golden Guardians,Counter Logic Gaming,Kennen,Sett,TwistedFate,Aphelios,Bard,Maokai,Volibear,Ryze,Kalista,Morgana,6,4,7,4,0,0,1,0,0,1,541.0,84,200.0,0.0,335,29.0,3.75,30.0,0.5,550,5.5,0.65,50.0,0.0,48.0,3.75,3.4,0.625,8,5,1,2,1,1,0,0,0,0,600.0,93,0.0,0.0,340,33.0,4.0,32.0,1.25,125,7.0,0.5,0.0,0.0,60.0,4.0,1.75,0.625,6,2,6,9,0,0,1,0,0,0,534.0,94,333.0,19.0,335,21.0,3.15,30.0,0.5,525,5.5,0.6,8.0,0.8,52.0,3.3,3.22,0.651,6,2,1,10,0,0,0,0,0,1,530.0,88,348.0,42.0,325,28.0,3.0,26.0,0.5,550,3.25,0.55,6.5,0.4,57.0,2.0,2.1,0.64,4,4,5,9,0,0,1,0,1,0,560.0,89,350.0,50.0,330,34.0,4.0,30.0,0.5,500,5.5,0.55,6.0,0.45,52.0,3.0,2.0,0.625,3,8,6,3,0,1,1,0,0,0,565.0,95,375.0,43.0,335,39.0,4.0,32.1,1.25,125,5.0,0.75,7.2,0.6,63.54,3.3,2.125,0.8,7,7,4,3,1,1,0,0,0,0,580.0,90,350.0,50.0,340,31.0,4.0,32.0,1.25,150,9.0,0.75,6.25,0.5,60.0,3.0,2.0,0.625,2,2,10,7,1,0,1,0,0,0,575.0,98,300.0,50.0,340,22.0,3.0,36.0,0.5,550,8.0,0.8,8.0,1.0,58.0,3.0,2.112,0.625,8,2,4,7,0,0,0,0,0,1,534.0,100,250.0,45.0,325,21.0,4.0,30.0,0.5,525,3.75,0.55,6.3,0.4,69.0,3.5,4.0,0.694,1,6,8,1,0,0,1,0,1,0,560.0,90,340.0,60.0,335,25.0,3.8,30.0,0.5,450,5.5,0.4,11.0,0.4,56.0,3.5,1.53,0.625,0.3793103448275862,0.6,-0.2206896551724138
ESPORTSTMNT04/1220728,LEC,SK Gaming,Origen,Ornn,Sett,Azir,Ezreal,Thresh,Aatrox,Gragas,Orianna,MissFortune,Nautilus,5,9,3,5,1,1,0,0,0,0,590.0,95,340.6,45.0,335,33.0,4.0,32.1,1.25,175,9.0,0.9,8.01,0.6,69.0,3.5,2.0,0.625,8,5,1,2,1,1,0,0,0,0,600.0,93,0.0,0.0,340,33.0,4.0,32.0,1.25,125,7.0,0.5,0.0,0.0,60.0,4.0,1.75,0.625,6,3,8,9,0,0,1,0,0,1,552.0,92,480.0,21.0,335,19.04,3.0,30.0,0.5,525,7.0,0.75,8.0,0.8,52.0,2.8,3.0,0.625,7,2,6,7,0,0,1,0,0,1,530.0,88,375.0,50.0,325,22.0,3.5,30.0,0.5,550,4.0,0.55,8.5,0.65,60.0,2.5,2.5,0.625,5,6,6,7,1,0,0,0,1,0,560.52,93,273.92,44.0,335,28.0,0.0,30.0,0.5,450,7.0,0.55,6.0,0.8,56.0,2.2,3.5,0.625,8,4,3,4,1,1,0,0,0,0,580.0,90,0.0,0.0,345,38.0,3.25,32.1,1.25,175,3.0,1.0,0.0,0.0,60.0,5.0,2.5,0.651,4,7,6,5,1,0,1,0,0,0,600.0,95,400.0,47.0,330,35.0,3.6,32.1,1.25,125,5.5,0.5,6.0,0.8,64.0,3.5,2.05,0.675,4,3,9,7,0,0,1,0,1,0,530.0,91,418.0,25.0,325,17.04,3.0,26.0,0.5,525,7.0,0.55,8.0,0.8,40.368,2.6,3.5,0.658,8,2,5,1,0,0,0,0,0,1,570.0,93,325.84,35.0,325,28.0,3.0,30.0,0.5,550,3.75,0.65,8.042,0.65,52.0,2.7,2.25,0.656,4,6,6,6,1,1,0,0,0,0,576.48,86,400.0,47.0,325,39.0,3.75,32.1,1.25,175,8.5,0.55,8.626,0.5,61.0,3.3,1.0,0.706,0.5076923076923077,0.7049180327868853,-0.1972257250945776
ESPORTSTMNT03/1442023,LJL,V3 Esports,Sengoku Gaming,Volibear,Lillia,Leblanc,Kalista,Nautilus,Gnar,Graves,Azir,Ezreal,Leona,7,7,4,3,1,1,0,0,0,0,580.0,90,350.0,50.0,340,31.0,4.0,32.0,1.25,150,9.0,0.75,6.25,0.5,60.0,3.0,2.0,0.625,0,2,10,8,1,0,1,0,0,0,580.0,90,410.0,50.0,330,20.0,4.0,32.1,0.75,325,9.0,0.75,11.5,0.95,61.0,3.1,2.7,0.625,1,4,10,9,0,0,1,1,0,0,528.0,92,334.0,50.0,340,21.88,3.5,30.0,0.5,525,7.5,0.55,6.0,0.8,54.88,3.5,1.4,0.625,8,2,4,7,0,0,0,0,0,1,534.0,100,250.0,45.0,325,21.0,4.0,30.0,0.5,525,3.75,0.55,6.3,0.4,69.0,3.5,4.0,0.694,4,6,6,6,1,1,0,0,0,0,576.48,86,400.0,47.0,325,39.0,3.75,32.1,1.25,175,8.5,0.55,8.626,0.5,61.0,3.3,1.0,0.706,6,5,5,8,1,1,0,0,0,0,510.0,65,100.0,0.0,335,32.0,2.5,30.0,0.5,175,4.5,1.75,0.0,0.0,59.0,3.0,6.0,0.625,8,5,3,3,0,0,0,0,0,1,555.0,92,325.0,40.0,340,33.0,3.4,32.0,1.25,425,8.0,0.7,8.0,0.7,68.0,3.0,2.6,0.475,6,3,8,9,0,0,1,0,0,1,552.0,92,480.0,21.0,335,19.04,3.0,30.0,0.5,525,7.0,0.75,8.0,0.8,52.0,2.8,3.0,0.625,7,2,6,7,0,0,1,0,0,1,530.0,88,375.0,50.0,325,22.0,3.5,30.0,0.5,550,4.0,0.55,8.5,0.65,60.0,2.5,2.5,0.625,4,8,3,4,0,1,0,0,1,0,576.16,87,302.2,40.0,335,47.0,3.6,32.1,1.25,125,8.5,0.85,6.0,0.8,60.04,3.0,2.9,0.625,0.6179775280898876,0.5645161290322581,0.05346139905762948
